# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 11:56:26 2025
#
# User preference: *
#
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
loc_rowid,koi_period,koi_duration,koi_prad,koi_insol,koi_teq,koi_steff,koi_srad
379,67.832163800,7.35800,2.39,12.14,476.0,5839.00,1.0670
380,43.131214700,3.19800,2.39,22.21,554.0,5839.00,1.0670
381,1.224866441,1.70860,1.54,2174.33,1741.0,5553.00,1.1070
382,37.810264900,8.73300,2.33,24.27,566.0,6085.00,0.9730
383,25.934064060,4.61420,2.48,55.10,695.0,5952.00,1.2250
384,83.446348500,6.53600,2.73,11.59,471.0,5952.00,1.2250
385,7.047100320,2.92600,25.20,223.84,986.0,5766.00,1.0680
386,12.992048530,6.01750,2.03,132.94,866.0,5765.00,1.2420
387,11.116202110,4.21100,8.96,125.21,853.0,6122.00,0.9960
388,1.922861499,3.57340,5.09,884.12,1392.0,5778.00,0.9110
389,0.635445336,1.85920,19.00,451.42,1177.0,3920.00,0.5500
390,1.665784138,1.89460,97.27,11424.49,2636.0,6261.00,2.7890
391,55.663916700,23.54600,34.14,8.38,434.0,5587.00,0.8530
392,52.090816270,8.63880,7.14,29.07,592.0,6198.00,1.3240
393,7.154860800,7.69400,7.41,1141.57,1482.0,7443.00,1.7390
394,4.287466680,1.56930,2.29,186.31,942.0,5296.00,0.8150
395,2.002779769,2.23100,1.42,696.40,1311.0,5346.00,0.8920
396,8.187394430,3.04720,1.92,88.36,782.0,5251.00,0.8490
397,76.049816300,7.15800,1.75,4.53,372.0,5251.00,0.8490
398,3.341799486,2.92540,1.67,798.41,1356.0,5873.00,1.2350
399,3.322694800,3.56800,15.33,52428.30,3859.0,5234.00,16.9590
400,36.977088080,4.73700,38.60,31.08,602.0,5589.00,1.2390
401,1.851409163,10.23200,20.42,5090.14,2154.0,7117.00,1.4690
402,1.303859704,2.82390,0.98,7759.20,2393.0,6802.00,1.5210
403,145.562492600,5.41260,40.15,5.33,387.0,6148.00,1.0950
404,3.749105745,1.98260,1.68,428.25,1160.0,5751.00,0.9830
405,11.089566020,6.28770,3.51,965.62,1422.0,6353.00,2.8670
406,7.372903440,2.17200,2.67,240.11,1004.0,5973.00,1.0700
407,7.244761260,2.31450,0.65,116.02,837.0,5370.00,0.8740
408,119.062488200,3.11880,10.40,4.26,366.0,5697.00,0.9200
409,8.707983090,2.49040,2.01,20.59,543.0,4362.00,0.5540
410,14.862307600,3.16100,1.57,10.08,454.0,4362.00,0.5540
411,4.176342760,2.33500,1.23,54.80,694.0,4362.00,0.5540
412,27.402298590,6.84910,3.63,68.46,734.0,6198.00,1.3240
413,3.179267286,1.02460,1.21,347.01,1101.0,5511.00,0.8570
414,10.381224470,2.71500,2.18,48.37,672.0,5095.00,0.7800
415,24.570902300,3.58700,2.82,15.33,505.0,5095.00,0.7800
416,81.221876000,4.11350,16.59,5.20,385.0,5619.00,0.8740
417,0.817026268,2.07990,2.92,2386.13,1784.0,5619.00,0.8740
418,3.024092505,2.80210,12.14,1162.54,1489.0,6063.00,1.3580
419,5.670155713,0.93610,5.85,3.21,341.0,3337.00,0.1830
420,1.022678654,1.37120,1.14,2138.47,1734.0,5366.00,1.0200
421,12.109687090,6.34610,2.98,240.80,1005.0,6021.00,1.4580
422,4.757961030,4.66000,1.70,835.65,1372.0,6021.00,1.4580
423,20.497275500,8.53600,2.96,119.42,843.0,6021.00,1.4580
424,13.554805340,2.28800,0.62,50.41,679.0,5370.00,0.8740
425,29.744546680,23.28420,20.06,10.10,455.0,4889.00,0.7880
426,14.154024280,4.47001,53.25,86.13,777.0,5850.00,1.0370
427,0.844786082,3.52890,35.27,2846.03,1864.0,5705.00,0.9150
428,0.848483947,1.44510,32.11,3117.82,1908.0,5941.00,0.9360
429,11.990975760,5.74010,37.47,141.63,880.0,6110.00,1.0720
430,53.529270200,5.66800,2.28,3.48,348.0,4736.00,0.7080
431,0.393726813,2.95000,24.17,12661.53,2705.0,6277.00,1.0310
432,2.757584622,0.92670,1.01,33.79,615.0,3683.00,0.4240
433,0.928310036,1.18990,1.16,365.72,1115.0,4109.00,0.6020
434,13.484576680,5.01970,3.39,176.29,929.0,6198.00,1.3240
435,31.884147300,6.12200,3.70,23.82,563.0,5779.00,0.9740
436,16.158111120,6.04900,86.13,44.83,660.0,5619.00,0.8740
437,67.692139070,51.34900,175.98,448.21,1173.0,5355.00,10.7030
438,12.062229620,2.05840,1.62,74.80,750.0,5547.00,0.9330
439,9.931463070,5.67800,2.41,177.83,931.0,5782.00,1.2200
440,21.853629050,3.43900,1.75,34.57,618.0,5830.00,0.8760
441,8.193450650,5.23400,1.74,405.75,1144.0,6021.00,1.4580
442,19.978670000,10.16800,6.85,788.02,1351.0,9651.00,1.8950
443,41.805954400,6.05700,2.02,19.02,533.0,5907.00,0.9730
444,15.451581840,2.40600,2.02,643.83,1285.0,7839.00,2.0690
445,89.698168533,5.54180,102.08,22.33,554.0,6214.00,1.5830
446,1.187352427,4.99900,67.35,6067.30,2251.0,6424.00,1.4890
447,3.012476582,3.14240,65.25,7471.65,2371.0,8601.00,2.0310
448,4.778003060,2.73610,1.85,177.79,932.0,5192.00,0.8730
449,7.814839231,3.01220,5.33,156.74,903.0,5887.00,0.9310
450,29.745249900,22.69500,3.60,22.74,557.0,5334.00,1.0040
451,5.326672990,3.40450,2.26,242.97,1007.0,5831.00,0.9210
452,0.741057213,1.05299,26.67,2128.29,1730.0,5496.00,0.7760
453,2.988085455,3.68000,21.81,348.05,1101.0,5497.00,0.8090
454,2.783883492,2.45460,67.17,3304.55,1934.0,6028.00,2.1470
455,0.393727296,3.02000,23.05,5746.51,2216.0,5628.00,0.8080
456,8.172426440,3.90200,3.29,127.95,858.0,5705.00,0.9050
457,1295.362215000,28.29700,57.82,0.19,169.0,5609.00,1.0480
458,13.060793600,3.21500,1.45,68.66,734.0,5830.00,0.8760
459,4.298920100,2.74700,2.12,283.62,1046.0,5300.00,0.9860
460,25.951846100,14.58100,22.32,17.37,521.0,5372.00,0.7960
461,25.951853600,14.75500,24.60,14.09,494.0,5198.00,0.7420
462,5.686287390,17.57300,4.50,297.81,1059.0,6052.00,0.9560
463,15.663886949,2.47750,27.36,298.77,1060.0,5996.00,2.2210
464,4.020628573,4.40850,16.94,543.92,1232.0,6210.00,1.0330
465,5.714817603,3.14126,9.29,187.27,943.0,5695.00,0.8420
466,185.022882220,4.87326,49.82,4.89,379.0,6025.00,1.3670
467,2.897432135,3.17930,14.35,5240.00,2170.0,5970.00,2.9940
468,8.704205250,2.93850,2.86,74.13,748.0,5074.00,0.8630
469,8.128093300,3.72700,1.39,138.51,875.0,5831.00,0.9210
470,2.836689310,3.03100,1.19,562.48,1242.0,5831.00,0.9210
471,0.974868896,1.61910,1.16,1605.87,1612.0,5487.00,0.8320
472,4.897210060,1.81200,1.48,157.93,904.0,5093.00,0.8470
473,2.757794163,2.76440,20.05,542.43,1231.0,5747.00,0.8910
474,1.914158508,3.29170,13.63,1730.47,1646.0,6289.00,1.1180
475,3.982166980,2.39600,3.32,842.48,1374.0,5570.00,1.5480
476,0.643794198,1.56620,19.51,3852.91,2011.0,5958.00,0.8300
477,16.088323180,5.73100,3.42,138.64,875.0,6157.00,1.3300
478,10.300679190,4.88500,2.20,251.55,1015.0,6157.00,1.3300
479,35.675745300,7.38100,3.02,47.96,671.0,6157.00,1.3300
480,1.008616770,0.91000,,,,,
481,161.788327120,5.31000,36.14,4.68,375.0,6018.00,1.2120
482,16.568068420,4.26470,2.54,21.27,548.0,4987.00,0.7160
483,47.332929900,2.70800,2.18,5.25,386.0,4987.00,0.7160
484,0.856895349,1.30780,0.82,2960.82,1881.0,6021.00,0.8730
485,40.806533300,13.13500,3.71,83.75,772.0,6207.00,2.0970
486,2.466970390,1.63450,1.56,398.42,1139.0,5074.00,0.8630
487,2.624234833,1.38740,5.11,434.31,1164.0,5340.00,0.8990
488,6.618363090,3.68130,2.98,304.65,1066.0,5529.00,1.2940
489,107.721409200,8.04200,4.75,7.39,421.0,5529.00,1.2940
490,92.777790000,6.64000,1.92,6.70,410.0,5888.00,1.0190
491,5.251916208,4.90950,37.15,194.17,952.0,5542.00,0.8720
492,9.673958488,3.26410,2.63,69.42,736.0,5192.00,0.8730
493,100.303922800,8.70200,29.55,2.26,313.0,5055.00,0.7720
494,200.611033460,7.13000,,,,,
495,0.986620248,3.97220,43.98,6719.67,2308.0,6243.00,1.3850
496,1.634846310,6.11000,,17098.40,,,
497,14.128476770,3.68500,2.73,70.50,739.0,5779.00,0.9740
498,48.647854300,5.46400,4.14,13.57,489.0,5779.00,0.9740
499,8.398429770,6.34400,2.00,221.66,984.0,6309.00,1.0440
500,8.638473910,5.45660,5.99,958.35,1419.0,5684.00,3.0460
501,422.917678000,31.27400,5.89,1.73,292.0,5796.00,1.4440
502,140.107650000,18.50300,3.42,16.17,511.0,6207.00,2.0970
503,3.481591700,1.80690,1.17,421.61,1156.0,5405.00,1.0220
504,8.360616221,7.53850,40.35,601.60,1263.0,5463.00,2.4450
505,1.838514968,2.73910,4.86,974.10,1426.0,5751.00,0.9400
506,35.617602330,8.45590,5.17,10.19,456.0,5123.00,0.7790
507,1.092068330,1.85960,1.29,1588.89,1611.0,5639.00,0.8590
508,10.128051580,3.51700,1.95,81.77,767.0,5676.00,0.8200
509,1.613001111,2.39400,1.25,1878.10,1680.0,5580.00,1.2050
510,3.770551475,3.80770,12.05,679.75,1302.0,6322.00,1.0750
511,1.343767797,1.94050,18.66,11675.38,2654.0,6324.00,2.3120
512,29.124364740,3.42090,15.25,3.81,356.0,4457.00,0.4810
513,31.828145830,2.91700,35.80,23.97,564.0,5908.00,0.9200
514,3.629442796,5.63000,3.28,1001.35,1434.0,6506.00,1.2170
515,0.553261874,0.88750,97.36,43709.08,3689.0,5679.00,3.1420
516,5.728126160,2.02950,1.38,24.74,569.0,3968.00,0.5480
517,3.755742670,2.29110,1.58,215.46,977.0,5311.00,0.7880
518,7.440429330,2.99100,2.74,144.12,883.0,5815.00,0.8770
519,6.581477136,3.08960,4.56,142.63,881.0,5188.00,0.9730
520,24.669192732,7.03515,77.76,1150.61,1485.0,5313.00,9.3270
521,2.382652873,1.88880,2.74,553.53,1237.0,5188.00,0.9730
522,24.664614160,2.85790,5.34,24.53,567.0,5188.00,0.9730
523,11.515171670,2.00600,2.90,43.96,657.0,5177.00,0.7980
524,7.641567589,3.41018,4.91,154.25,899.0,5356.00,1.0550
525,30.611393200,3.57600,19.68,2.38,317.0,3900.00,0.5340
526,7.407425020,3.67500,2.01,183.15,938.0,5922.00,0.9610
527,569.934135000,4.19040,38.98,1.81,296.0,5367.00,2.0570
528,5.092465390,3.65900,1.17,119.70,844.0,5037.00,0.7510
529,110.615766220,5.00000,,,,,
530,1.103971357,0.92600,1.37,1109.79,1471.0,5409.00,0.7460
531,10.916108342,3.64960,3.93,78.19,758.0,5575.00,0.9320
532,3.353732008,1.45980,1.65,33.76,615.0,3789.00,0.4600
533,6.877446033,1.36920,2.05,12.95,484.0,3789.00,0.4600
534,28.464648040,2.66570,1.87,1.95,301.0,3789.00,0.4600
535,0.293630085,2.38570,26.35,9283.34,2503.0,5665.00,0.8430
536,42.896450240,5.68970,2.00,9.54,448.0,5192.00,0.8730
537,2.441998030,2.75900,1.44,638.05,1282.0,5970.00,0.7960
538,30.587215300,5.36980,2.32,35.08,621.0,5944.00,1.0820
539,7.097121240,2.10590,0.74,7.73,425.0,3569.00,0.3890
540,2.682768300,2.95700,1.19,1366.57,1551.0,6180.00,1.2230
541,3.601465336,2.27530,2.31,232.65,996.0,5052.00,0.8550
542,3.108251172,2.50480,4.43,340.69,1096.0,5330.00,0.8470
543,25.847495800,5.98500,2.40,48.23,672.0,6297.00,1.0310
544,40.715561000,6.89400,2.70,26.34,578.0,6297.00,1.0310
545,20.427207010,3.44700,4.42,48.72,674.0,6014.00,0.9580
546,6.198273591,7.53837,19.81,222.23,985.0,6038.00,0.8980
547,1.023471798,2.34990,3.78,2103.09,1727.0,5741.00,0.8930
548,0.518727110,1.25200,19.07,3537.27,1965.0,5572.00,0.7620
549,17.317117390,3.15180,2.04,10.07,454.0,4719.00,0.5020
550,9.428898840,4.44810,4.39,432.90,1163.0,5897.00,1.8600
551,1.096583368,2.11880,1.35,1119.90,1474.0,5222.00,0.7630
552,9.956397750,5.61500,28.15,158.42,905.0,6161.00,1.0530
553,6.503270350,2.59100,1.67,98.81,804.0,4999.00,0.8430
554,4.096676240,2.19000,1.42,182.90,938.0,4999.00,0.8430
555,1.196548464,1.25920,1.25,945.12,1414.0,4999.00,0.8430
556,11.476090150,5.04600,2.07,221.34,984.0,6071.00,1.4100
557,25.263046700,6.22000,1.71,77.24,756.0,6071.00,1.4100
558,7.168826600,1.29000,,,,,
559,0.677374687,1.83610,0.90,4572.56,2099.0,5718.00,1.0370
560,10.435470310,3.41670,1.22,78.35,759.0,5528.00,0.8530
561,7.410843140,3.24500,0.94,123.40,850.0,5528.00,0.8530
562,28.599140310,3.65670,1.83,1.87,298.0,3755.00,0.4610
563,24.587163550,3.98400,2.37,18.72,530.0,5474.00,0.7490
564,34.193600311,5.41382,21.95,86.74,778.0,6129.00,1.7860
565,12.532482220,4.01680,3.24,85.15,775.0,5997.00,0.9040
566,31.201692472,2.15663,8.31,1.59,286.0,3748.00,0.4490
567,13.197206940,3.48720,4.18,40.03,642.0,4954.00,0.8850
568,14.858908520,3.52520,5.94,63.52,720.0,5356.00,1.0550
569,4.088972990,3.58500,2.36,1317.96,1537.0,5897.00,1.8600
570,2.866680334,1.12640,2.93,282.64,1045.0,5238.00,0.7640
571,17.444860160,4.44500,3.24,50.32,679.0,5568.00,0.9660
572,8.306974210,2.76000,37.99,570.93,1246.0,5300.00,2.1240
573,2.497051750,3.79000,,,,,
574,7.336851010,3.54800,1.52,138.46,875.0,5795.00,0.8480
575,22.651174510,3.68950,7.62,126.57,855.0,6968.00,1.3330
576,1.204274435,1.33620,1.19,1413.91,1564.0,5668.00,0.8490
577,7.717906750,1.84000,0.90,15.01,502.0,3975.00,0.5090
578,27.665284700,6.63300,2.21,39.94,641.0,6036.00,1.0170
579,0.948950734,4.02450,36.87,4636.91,2103.0,6307.00,1.1330
580,14.557308970,7.76430,4.32,141.00,879.0,5774.00,1.4120
581,4.722254104,3.45100,14.45,22.67,557.0,3801.00,0.4880
582,0.635069939,2.07171,57.77,7193.72,2351.0,6340.00,1.0580
583,6.810823723,7.98574,26.06,1656.16,1626.0,7226.00,2.0790
584,0.933746515,6.65220,25.54,1222.25,1508.0,5252.00,0.7160
585,1.872421727,1.52610,5.65,672.92,1298.0,5337.00,0.8250
586,33.652847400,3.96160,3.05,11.50,470.0,4954.00,0.8850
587,5.901278150,2.19790,1.94,16.54,514.0,3731.00,0.4980
588,8.752096910,2.37420,1.83,9.76,451.0,3731.00,0.4980
589,22.780782410,3.30020,2.17,2.73,328.0,3731.00,0.4980
590,2.896005211,1.67760,1.23,42.53,652.0,3731.00,0.4980
591,0.742957911,0.66880,1.47,262.51,1026.0,3731.00,0.4980
592,54.356350670,6.43450,38.81,24.18,566.0,6161.00,1.2550
593,0.546248550,2.05430,18.93,2677.36,1837.0,5414.00,0.7140
594,18.827440230,4.66400,2.70,37.82,632.0,5687.00,0.8600
595,8.412006900,3.92300,1.71,28.69,590.0,4502.00,0.6210
596,5.747711909,1.89230,1.86,40.07,641.0,4252.00,0.6320
597,3.504691252,1.98110,2.03,435.21,1165.0,5356.00,1.0550
598,0.995861402,1.15070,26.93,1124.35,1477.0,5286.00,0.7060
599,86.678560520,10.12890,9.83,8.41,434.0,5822.00,1.0810
600,12.218280970,2.69690,5.10,114.59,835.0,5822.00,1.0810
601,8.387210055,1.64770,72.52,509.55,1211.0,6089.00,1.7950
602,15.238453900,19.29200,9.84,111.67,829.0,6384.00,1.0860
603,0.413334492,2.38080,31.52,9374.09,2509.0,5973.00,1.0160
604,0.933746140,6.55100,149.71,28084.15,3303.0,5438.00,4.3190
605,6.471792750,6.78800,2.08,316.00,1075.0,6341.00,1.0330
606,64.617518000,5.79600,5.40,5.09,383.0,5043.00,0.8810
607,13.214096070,3.56410,2.77,36.95,629.0,5333.00,0.7280
608,6.057299660,3.74190,1.94,189.98,947.0,5334.00,1.0040
609,3.584101048,2.73160,4.66,386.66,1131.0,5739.00,0.9220
610,1.763587535,3.16877,21.42,37958.27,3559.0,9107.00,3.0310
611,5.014234733,4.58900,10.63,692.13,1308.0,6490.00,1.3070
612,8.115287270,3.21100,3.10,140.92,879.0,5926.00,0.8870
613,36.925040900,4.93810,3.01,18.70,530.0,5926.00,0.8870
614,37.478349200,5.31700,10.05,1.12,262.0,3687.00,0.4400
615,8.096957640,3.31900,34.00,484.58,1197.0,5949.00,1.7070
616,32.312286700,6.56900,4.84,56.49,699.0,5821.00,1.4940
617,9.229613840,2.23500,2.79,257.11,1021.0,6320.00,1.2520
618,14.559855600,5.62400,1.64,78.26,758.0,5959.00,0.9660
619,4.176254191,3.67160,3.07,139.48,876.0,4957.00,0.7760
620,0.528755447,5.71400,47.75,27241.45,3271.0,6151.00,1.9540
621,6.100276210,4.74760,2.59,227.15,990.0,5957.00,0.9370
622,51.598095540,2.01530,6.57,9.61,449.0,5681.00,0.8590
623,1500.000000000,7.10900,9.80,0.09,139.0,5606.00,0.7600
624,10.911048700,7.03300,2.36,90.07,786.0,5903.00,0.8640
625,8.408878137,3.49670,2.28,101.22,809.0,5551.00,0.8120
626,10.937255720,3.08220,2.41,86.28,777.0,5334.00,1.0040
627,2.971366580,2.71600,1.52,490.13,1200.0,5334.00,1.0040
628,158.685002200,11.53720,3.08,3.53,350.0,5751.00,1.0340
629,2.936527336,1.77100,1.92,505.22,1209.0,5359.00,1.0020
630,7.039020160,3.86330,2.45,288.92,1051.0,6321.00,1.0580
631,8.360870704,2.71440,3.67,53.68,690.0,4743.00,0.8100
632,3.140511530,8.28060,31.01,689.48,1306.0,6108.00,0.9740
633,21.761298120,1.24300,2.53,13.18,486.0,4859.00,0.7200
634,12.713794177,2.44093,2.31,0.26,181.0,2661.00,0.1160
635,15.801100028,6.37505,15.61,33.60,614.0,5383.00,0.7890
636,1500.140677200,25.72700,18.35,0.42,206.0,5009.00,2.2830
637,1.739428983,2.48940,268.65,612.49,1268.0,5415.00,0.7420
638,1.217266418,3.32080,14.49,7548.29,2378.0,6631.00,1.6380
639,19.563092517,6.95470,23.76,205.39,965.0,6208.00,1.8310
640,3.722855100,12.81640,5.67,368.33,1118.0,5873.00,0.8630
641,48.937868960,6.58680,24.19,80.37,764.0,7066.00,1.7610
642,5.489907880,4.02000,23.60,275.65,1039.0,5982.00,0.9600
643,161.527834700,3.67340,8.19,4.25,366.0,5778.00,1.2130
644,0.730939050,2.84370,1.45,1159.62,1488.0,4768.00,0.7110
645,11.391023580,2.30300,1.67,34.55,618.0,4983.00,0.7280
646,12.333438530,6.22100,4.12,165.30,915.0,5896.00,1.2400
647,8.015008210,3.01370,2.00,132.46,865.0,5359.00,1.0020
648,0.933749941,6.60600,12.93,168.44,919.0,3682.00,0.4800
649,7.053934488,1.72440,2.36,117.33,840.0,5357.00,0.8630
650,4.292636990,2.70000,0.68,227.69,991.0,5357.00,0.8630
651,7.674661400,1.93740,2.80,198.67,957.0,6063.00,1.0010
652,0.445275074,2.27600,1.21,3419.70,1950.0,5346.00,0.7250
653,1.213770423,0.55320,0.78,18.03,525.0,3292.00,0.1480
654,0.453287416,0.44450,0.76,66.14,729.0,3292.00,0.1480
655,10.810132734,4.46180,13.95,222.68,985.0,6211.00,1.2840
656,1.865114193,0.42790,0.66,10.10,455.0,3292.00,0.1480
657,3.273699006,3.07626,22.36,20728.79,3060.0,10816.00,2.4930
658,7.047103499,3.32080,51.86,196.62,955.0,5730.00,1.0350
659,0.530300102,2.85020,35.73,7972.18,2410.0,6184.00,1.0380
660,1.073917869,2.43050,33.01,2450.63,1794.0,5962.00,0.9590
661,4.206096814,10.73810,32.66,581.11,1252.0,6306.00,1.0760
662,19.563137230,6.85750,9.73,58.71,706.0,5766.00,1.0770
663,2.227718792,4.96990,8.88,906.46,1400.0,6038.00,0.9220
664,0.591914504,1.02250,27.21,1746.78,1646.0,5122.00,0.6550
665,36.770493500,4.42000,2.83,8.60,437.0,5142.00,0.7550
666,14.589324290,2.41840,2.32,29.53,594.0,5142.00,0.7550
667,0.764017553,1.10300,0.86,1503.79,1589.0,5142.00,0.7550
668,59.878025800,4.80270,2.19,1.31,273.0,4016.00,0.5990
669,20.513601920,3.47690,2.58,20.15,540.0,5310.00,0.7040
670,74.927686530,4.74000,6.39,6.62,409.0,5618.00,0.8970
671,150.018951100,4.38230,32.60,2.62,325.0,5618.00,0.8970
672,2.613020421,1.95880,1.50,61.24,713.0,3883.00,0.5170
673,0.927859786,1.42790,1.79,813.30,1361.0,4815.00,0.6990
674,205.912735000,9.99200,4.68,1.85,298.0,5644.00,0.9690
675,7.106957410,5.14620,1.72,422.80,1157.0,5761.00,1.5180
676,0.783276173,1.67350,1.98,5056.88,2149.0,5640.00,1.2330
677,3.174058980,2.31560,2.09,780.46,1348.0,5640.00,1.2330
678,2.139556300,2.06780,1.76,974.30,1425.0,5534.00,1.0800
679,4.807103254,0.93930,2.96,330.84,1088.0,5534.00,1.0800
680,21.405442200,11.72100,11.64,330.00,1087.0,4838.00,4.3610
681,10.500771200,14.52200,5.68,852.28,1378.0,4838.00,4.3610
682,2.633852528,2.02060,1.38,387.43,1131.0,5114.00,0.8780
683,6.186708820,2.90900,1.21,123.96,851.0,5114.00,0.8780
684,1.796320953,1.91390,1.20,827.82,1367.0,5576.00,0.8290
685,3.468073000,2.36100,1.29,343.57,1098.0,5576.00,0.8290
686,5.914266800,2.66100,1.31,168.51,919.0,5576.00,0.8290
687,14.006403920,4.69190,3.11,100.09,807.0,5788.00,1.1240
688,3.546531809,2.27460,2.18,510.26,1212.0,5993.00,0.9860
689,5.700706260,1.64080,2.03,270.62,1035.0,5993.00,0.9860
690,20.834149700,4.52200,2.26,23.82,563.0,5296.00,0.8080
691,7.055658400,3.04790,2.13,100.88,808.0,5296.00,0.8080
692,10.475480840,2.30240,2.11,20.15,540.0,4463.00,0.6110
693,22.928863140,2.08310,2.08,7.09,416.0,4463.00,0.6110
694,77.474099100,4.16800,2.63,1.40,277.0,4463.00,0.6110
695,345.158935400,7.56460,7.79,0.80,241.0,5597.00,0.9310
696,6.885952220,4.14800,2.68,189.35,946.0,5616.00,0.9990
697,99.644278300,5.17720,8.48,6.98,415.0,6102.00,1.0160
698,3.125814002,1.78950,1.88,1073.04,1460.0,6358.00,1.1810
699,5.660669429,4.64830,3.24,365.53,1115.0,5746.00,1.1730
700,10.804871630,2.72150,1.71,127.84,857.0,6092.00,0.9980
701,13.719384260,5.56770,1.98,131.94,864.0,6387.00,1.1050
702,29.221495900,4.01400,1.81,20.03,539.0,5576.00,0.8290
703,44.852099700,3.57290,3.35,16.35,513.0,5514.00,1.0710
704,20.342378380,2.33510,2.88,46.93,667.0,5514.00,1.0710
705,118.378673500,9.55740,3.40,4.75,376.0,5657.00,1.0460
706,23.584447460,5.55450,3.00,66.96,730.0,5655.00,1.3540
707,11.978844090,3.75100,2.11,49.87,678.0,5296.00,0.8080
708,3.715455930,2.55800,1.46,237.42,1001.0,5296.00,0.8080
709,2.580832640,2.17290,1.31,386.18,1130.0,5296.00,0.8080
710,1.487084251,1.32330,1.60,1076.29,1462.0,5650.00,0.8760
711,19.254040230,4.65090,3.04,44.17,657.0,5798.00,0.9410
712,15.054935600,4.80100,1.60,66.72,729.0,5616.00,0.9990
713,2.927211190,2.54500,1.29,593.23,1258.0,5616.00,0.9990
714,38.285633800,6.51200,1.77,19.24,534.0,5616.00,0.9990
715,19.807877630,3.45300,2.08,35.89,624.0,5775.00,0.8400
716,2.343230566,2.04240,1.18,292.31,1054.0,4798.00,0.7820
717,19.037234420,3.38820,5.74,288.04,1051.0,5248.00,2.8920
718,2.739873980,4.15886,34.83,4705.30,2113.0,6520.00,2.2600
719,5.801880653,4.26080,19.91,203.62,964.0,5845.00,0.8740
720,85.340926070,10.61410,1177.65,6.61,409.0,6004.00,0.8980
721,0.782045734,1.79450,45.05,4332.10,2070.0,6113.00,0.9950
722,0.576078683,1.63253,23.23,3647.63,1982.0,5693.00,0.8160
723,10.117168400,4.66770,3.07,433.41,1163.0,6306.00,1.7920
724,19.129476030,3.96220,4.23,105.25,817.0,5372.00,1.7100
725,83.578197600,7.24870,6.63,43.62,655.0,6056.00,2.5620
726,6.146995600,3.31530,2.04,433.72,1164.0,6110.00,1.2960
727,0.522457732,0.89070,1.52,6715.55,2308.0,5991.00,0.9540
728,54.155838400,4.43200,3.88,11.12,466.0,5798.00,0.9410
729,3.548465446,4.56904,14.92,1708.28,1640.0,6290.00,1.7460
730,11.119902800,3.37590,2.08,42.07,649.0,5078.00,0.7660
731,0.567856484,1.02580,1.55,2760.23,1848.0,5073.00,0.8530
732,251.059724900,5.10950,44.20,1.93,301.0,5714.00,1.0860
733,11.702196380,2.66580,16.15,63.16,719.0,5758.00,0.7620
734,40.715049800,8.58700,2.20,16.76,516.0,5968.00,0.8810
735,10.446359440,2.74900,2.18,102.77,812.0,5968.00,0.8810
736,2.508553286,2.26640,1.28,629.80,1278.0,5814.00,0.8810
737,13.751296360,3.85300,1.66,65.24,725.0,5814.00,0.8810
738,0.885747456,4.47880,269.98,142553.16,4958.0,5487.00,10.3960
739,3.611541977,8.60680,28.07,240.29,1005.0,5203.00,0.8020
740,8.041347775,2.63320,1.29,15.59,507.0,3980.00,0.5400
741,5.082722475,5.91390,4.40,296.94,1059.0,5780.00,1.0000
742,78.925742100,7.51930,11.90,5.94,398.0,5750.00,0.8820
743,9.991625291,3.85520,38.93,160.14,907.0,5874.00,1.0960
744,8.575049830,8.65300,4.26,841.68,1374.0,4986.00,3.4640
745,6.846398840,3.49190,1.90,387.84,1132.0,6065.00,1.3100
746,7.649708320,6.62500,1.43,404.99,1144.0,5855.00,1.6130
747,12.376793120,3.85000,,,,,
748,10.304011320,4.22460,1.84,122.98,849.0,5657.00,1.0460
749,2.171827838,3.22050,58.56,698.31,1311.0,5650.00,0.8910
750,3.016182013,2.83490,2.25,1044.49,1449.0,5611.00,1.4000
751,6.883376100,2.27020,1.69,127.67,857.0,5679.00,0.7940
752,0.833980196,1.75600,1.45,2562.78,1816.0,5747.00,0.8710
753,69.627542020,11.07000,,,,,
754,1.926353494,2.53050,1.33,1146.34,1484.0,6063.00,0.8990
755,0.890737359,1.92570,20.57,3948.43,2022.0,5687.00,1.1690
756,5.419084910,2.33790,1.38,225.71,989.0,5814.00,0.8810
757,7.017335710,3.56700,1.61,221.46,984.0,6052.00,0.9670
758,6.911342230,5.67430,1.90,328.65,1086.0,5685.00,1.3500
759,394.624951400,24.10800,7.79,2.65,325.0,5910.00,1.7270
760,7.193049350,3.40700,1.59,232.36,995.0,6185.00,0.9910
761,86.647644480,4.23260,9.40,7.28,419.0,5522.00,1.1200
762,36.337504530,7.06000,5.30,16.36,513.0,5717.00,0.8840
763,14.646130580,5.68800,2.22,54.95,694.0,5717.00,0.8840
764,148.272013000,4.19200,4.30,2.51,321.0,5717.00,0.8840
765,1.506507172,4.53460,13.40,97.56,801.0,3755.00,0.4730
766,1.634614356,3.44220,44.22,1597.73,1611.0,6121.00,0.9700
